Start (ET),Visitor/Neutral,Visitor PTS,Home/Neutral,Home PTS,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,game_type,Date_Clean,Home Rest,Visitor Rest,team_i,team_j,margin_ij,rest_i,rest_j,home_i,home_j,id_i,location_i,id_j,location_j,location_game,Visitor Travel,Home Travel,travel_i,travel_j
9:30p,Detroit Pistons,106,Los Angeles Lakers,110,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2021-11-28,2,2,Los Angeles Lakers,Detroit Pistons,4,2,2,1,0,14,"[34.053570000000036, -118.24544999999995]",9,"[42.33168000000006, -83.04799999999994]","[34.053570000000036, -118.24544999999995]",0.0,0.0,0.0,0.0
5:00p,Milwaukee Bucks,118,Indiana Pacers,100,Box Score,,13130.0,Gainbridge Fieldhouse,,Regular Season,2021-11-28,2,2,Milwaukee Bucks,Indiana Pacers,18,2,2,0,1,17,"[43.042230000000075, -87.90689999999995]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",1594.8989549334904,0.0,1594.8989549334904,0.0
3:30p,Golden State Warriors,105,Los Angeles Clippers,90,Box Score,,19068.0,Crypto.com Arena,,Regular Season,2021-11-28,2,2,Golden State Warriors,Los Angeles Clippers,15,2,2,0,1,10,"[37.777120000000025, -122.41963999999996]",13,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",559.0934334988721,0.0,559.0934334988721,0.0
6:00p,Boston Celtics,109,Toronto Raptors,97,Box Score,,19800.0,Scotiabank Arena,,Regular Season,2021-11-28,2,2,Boston Celtics,Toronto Raptors,12,2,2,0,1,2,"[42.35866000000004, -71.05673999999993]",28,"[43.65352400000006, -79.38390699999997]","[43.65352400000006, -79.38390699999997]",2317.0812732870713,706.3106992332405,2317.0812732870713,706.3106992332405
6:00p,Sacramento Kings,101,Memphis Grizzlies,128,Box Score,,12844.0,FedEx Forum,,Regular Season,2021-11-28,2,2,Memphis Grizzlies,Sacramento Kings,27,2,2,1,0,15,"[35.14976000000007, -90.04924999999997]",26,"[38.579440000000034, -121.49084999999997]","[35.14976000000007, -90.04924999999997]",2574.968249886414,0.0,0.0,2574.968249886414
8:30p,Cleveland Cavaliers,114,Dallas Mavericks,96,Box Score,,19229.0,American Airlines Center,,Regular Season,2021-11-29,2,2,Cleveland Cavaliers,Dallas Mavericks,18,2,2,0,1,6,"[41.50473000000005, -81.69073999999995]",7,"[32.77822000000003, -96.79511999999994]","[32.77822000000003, -96.79511999999994]",1649.4835321810126,0.0,1649.4835321810126,0.0
10:30p,New Orleans Pelicans,123,Los Angeles Clippers,104,Box Score,,15691.0,Crypto.com Arena,,Regular Season,2021-11-29,1,2,New Orleans Pelicans,Los Angeles Clippers,19,2,1,0,1,19,"[29.953700000000026, -90.07774999999998]",13,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",932.918109028817,0.0,932.918109028817,0.0
8:00p,Oklahoma City Thunder,89,Houston Rockets,102,Box Score,,12829.0,Toyota Center,,Regular Season,2021-11-29,2,3,Houston Rockets,Oklahoma City Thunder,13,2,3,1,0,11,"[29.760780000000068, -95.36951999999997]",21,"[35.472030000000075, -97.52106999999995]","[29.760780000000068, -95.36951999999997]",666.2092394581965,0.0,0.0,666.2092394581965
7:00p,Orlando Magic,96,Philadelphia 76ers,101,Box Score,,20193.0,Wells Fargo Center,,Regular Season,2021-11-29,2,2,Philadelphia 76ers,Orlando Magic,5,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",22,"[28.538230000000055, -81.37738999999993]","[39.95222000000007, -75.16217999999998]",576.4042439844018,0.0,0.0,576.4042439844018
8:00p,Indiana Pacers,98,Minnesota Timberwolves,100,Box Score,,14191.0,Target Center,,Regular Season,2021-11-29,2,1,Minnesota Timberwolves,Indiana Pacers,2,2,1,1,0,18,"[46.34885576600004, -94.20079058299996]",12,"[39.91980696400003, -86.28179348799995]","[46.34885576600004, -94.20079058299996]",960.251673783355,1694.6949955732057,1694.6949955732057,960.251673783355
8:30p,Washington Wizards,99,San Antonio Spurs,116,Box Score,,12606.0,AT&T Center,,Regular Season,2021-11-29,3,2,San Antonio Spurs,Washington Wizards,17,3,2,1,0,27,"[29.42458000000005, -98.49460999999997]",30,"[38.890370000000075, -77.03195999999997]","[29.42458000000005, -98.49460999999997]",406.4808075873742,0.0,0.0,406.4808075873742
8:00p,Charlotte Hornets,119,Chicago Bulls,133,Box Score,,21366.0,United Center,,Regular Season,2021-11-29,2,2,Chicago Bulls,Charlotte Hornets,14,2,2,1,0,5,"[41.884250000000065, -87.63244999999995]",4,"[35.222860000000026, -80.83795999999995]","[41.884250000000065, -87.63244999999995]",1516.2404135568972,0.0,0.0,1516.2404135568972
9:00p,Portland Trail Blazers,107,Utah Jazz,129,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2021-11-29,2,3,Utah Jazz,Portland Trail Blazers,22,2,3,1,0,29,"[40.76031000000006, -111.88821999999999]",25,"[45.511790000000076, -122.67562999999996]","[40.76031000000006, -111.88821999999999]",964.6126685465906,0.0,0.0,964.6126685465906
7:30p,Denver Nuggets,120,Miami Heat,111,Box Score,,19600.0,FTX Arena,,Regular Season,2021-11-29,2,3,Denver Nuggets,Miami Heat,9,3,2,0,1,8,"[39.74001000000004, -104.99201999999997]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",2775.2847027602543,1916.4532821135774,2775.2847027602543,1916.4532821135774
7:30p,Memphis Grizzlies,98,Toronto Raptors,91,Box Score,,19800.0,Scotiabank Arena,,Regular Season,2021-11-30,2,2,Memphis Grizzlies,Toronto Raptors,7,2,2,0,1,15,"[35.14976000000007, -90.04924999999997]",28,"[43.65352400000006, -79.38390699999997]","[43.65352400000006, -79.38390699999997]",1314.6224461180373,0.0,1314.6224461180373,0.0
7:30p,New York Knicks,110,Brooklyn Nets,112,Box Score,,18081.0,Barclays Center,,Regular Season,2021-11-30,3,3,Brooklyn Nets,New York Knicks,2,3,3,1,0,3,"[40.692450000000065, -73.99035999999995]",20,"[40.71455000000003, -74.00713999999994]","[40.692450000000065, -73.99035999999995]",1200.2795688447056,0.0,0.0,1200.2795688447056
10:00p,Detroit Pistons,92,Portland Trail Blazers,110,Box Score,,16071.0,Moda Center,,Regular Season,2021-11-30,1,2,Portland Trail Blazers,Detroit Pistons,18,1,2,1,0,25,"[45.511790000000076, -122.67562999999996]",9,"[42.33168000000006, -83.04799999999994]","[45.511790000000076, -122.67562999999996]",1328.580375209273,1021.1117131869454,1021.1117131869454,1328.580375209273
10:00p,Los Angeles Lakers,117,Sacramento Kings,92,Box Score,,12459.0,Golden 1 Center,,Regular Season,2021-11-30,2,2,Los Angeles Lakers,Sacramento Kings,25,2,2,0,1,14,"[34.053570000000036, -118.24544999999995]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",581.1123084635576,2809.1270636561976,581.1123084635576,2809.1270636561976
10:00p,Golden State Warriors,96,Phoenix Suns,104,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2021-11-30,3,2,Phoenix Suns,Golden State Warriors,8,3,2,1,0,24,"[33.44825000000003, -112.07579999999996]",10,"[37.777120000000025, -122.41963999999996]","[33.44825000000003, -112.07579999999996]",574.2769593803657,3445.1284210043127,3445.1284210043127,574.2769593803657
7:00p,Denver Nuggets,103,Orlando Magic,108,Box Score,,14191.0,Amway Center,,Regular Season,2021-12-01,2,2,Orlando Magic,Denver Nuggets,5,2,2,1,0,22,"[28.538230000000055, -81.37738999999993]",8,"[39.74001000000004, -104.99201999999997]","[28.538230000000055, -81.37738999999993]",328.6895952598936,1390.8613652851168,1390.8613652851168,328.6895952598936
7:00p,Minnesota Timberwolves,107,Washington Wizards,115,Box Score,,15318.0,Capital One Arena,,Regular Season,2021-12-01,2,2,Washington Wizards,Minnesota Timberwolves,8,2,2,1,0,30,"[38.890370000000075, -77.03195999999997]",18,"[46.34885576600004, -94.20079058299996]","[38.890370000000075, -77.03195999999997]",1626.2520885849203,2229.848254489267,2229.848254489267,1626.2520885849203
7:00p,Atlanta Hawks,114,Indiana Pacers,111,Box Score,,12656.0,Gainbridge Fieldhouse,,Regular Season,2021-12-01,2,4,Atlanta Hawks,Indiana Pacers,3,4,2,0,1,1,"[33.74831000000006, -84.39110999999997]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",706.5149197629706,960.251673783355,706.5149197629706,960.251673783355
7:30p,Cleveland Cavaliers,111,Miami Heat,85,Box Score,,19600.0,FTX Arena,,Regular Season,2021-12-01,2,2,Cleveland Cavaliers,Miami Heat,26,2,2,0,1,6,"[41.50473000000005, -81.69073999999995]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",1785.3011632085042,0.0,1785.3011632085042,0.0
8:00p,Houston Rockets,114,Oklahoma City Thunder,110,Box Score,,13222.0,Paycom Center,,Regular Season,2021-12-01,2,2,Houston Rockets,Oklahoma City Thunder,4,2,2,0,1,11,"[29.760780000000068, -95.36951999999997]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",666.2092394581965,666.2092394581965,666.2092394581965,666.2092394581965
10:30p,Sacramento Kings,124,Los Angeles Clippers,115,Box Score,,17217.0,Crypto.com Arena,,Regular Season,2021-12-01,2,1,Sacramento Kings,Los Angeles Clippers,9,1,2,0,1,26,"[38.579440000000034, -121.49084999999997]",13,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",581.1123084635576,0.0,581.1123084635576,0.0
8:00p,Dallas Mavericks,139,New Orleans Pelicans,107,Box Score,,15558.0,Smoothie King Center,,Regular Season,2021-12-01,2,2,Dallas Mavericks,New Orleans Pelicans,32,2,2,0,1,7,"[32.77822000000003, -96.79511999999994]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",710.7069235848545,2686.1611707640927,710.7069235848545,2686.1611707640927
8:00p,Charlotte Hornets,125,Milwaukee Bucks,127,Box Score,,17341.0,Fiserv Forum,,Regular Season,2021-12-01,3,2,Milwaukee Bucks,Charlotte Hornets,2,3,2,1,0,17,"[43.042230000000075, -87.90689999999995]",4,"[35.222860000000026, -80.83795999999995]","[43.042230000000075, -87.90689999999995]",130.71457592533162,372.6363365482023,372.6363365482023,130.71457592533162
7:30p,Philadelphia 76ers,87,Boston Celtics,88,Box Score,,19156.0,TD Garden,,Regular Season,2021-12-01,3,2,Boston Celtics,Philadelphia 76ers,1,3,2,1,0,2,"[42.35866000000004, -71.05673999999993]",23,"[39.95222000000007, -75.16217999999998]","[42.35866000000004, -71.05673999999993]",435.50150539690543,691.9380863179787,691.9380863179787,435.50150539690543
9:00p,Detroit Pistons,103,Phoenix Suns,114,Box Score,,0.0,Phoenix Suns Arena,,Regular Season,2021-12-02,2,2,Phoenix Suns,Detroit Pistons,11,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",9,"[42.33168000000006, -83.04799999999994]","[33.44825000000003, -112.07579999999996]",1617.6278121333462,0.0,0.0,1617.6278121333462
7:30p,Milwaukee Bucks,93,Toronto Raptors,97,Box Score,,19800.0,Scotiabank Arena,,Regular Season,2021-12-02,2,1,Toronto Raptors,Milwaukee Bucks,4,2,1,1,0,28,"[43.65352400000006, -79.38390699999997]",17,"[43.042230000000075, -87.90689999999995]","[43.65352400000006, -79.38390699999997]",692.2104911774015,0.0,0.0,692.2104911774015
7:30p,Chicago Bulls,119,New York Knicks,115,Box Score,,19812.0,Madison Square Garden (IV),,Regular Season,2021-12-02,2,3,Chicago Bulls,New York Knicks,4,3,2,0,1,5,"[41.884250000000065, -87.63244999999995]",20,"[40.71455000000003, -74.00713999999994]","[40.71455000000003, -74.00713999999994]",1144.4026196957925,2.8354257149281104,1144.4026196957925,2.8354257149281104
10:00p,San Antonio Spurs,114,Portland Trail Blazers,83,Box Score,,16143.0,Moda Center,,Regular Season,2021-12-02,2,3,San Antonio Spurs,Portland Trail Blazers,31,3,2,0,1,27,"[29.42458000000005, -98.49460999999997]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",2765.1054034929,0.0,2765.1054034929,0.0
8:00p,Oklahoma City Thunder,79,Memphis Grizzlies,152,Box Score,,13103.0,FedEx Forum,,Regular Season,2021-12-02,2,1,Memphis Grizzlies,Oklahoma City Thunder,73,2,1,1,0,15,"[35.14976000000007, -90.04924999999997]",21,"[35.472030000000075, -97.52106999999995]","[35.14976000000007, -90.04924999999997]",678.7627267591049,1314.6224461180373,1314.6224461180373,678.7627267591049
10:00p,Los Angeles Clippers,119,Los Angeles Lakers,115,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2021-12-03,3,2,Los Angeles Clippers,Los Angeles Lakers,4,2,3,0,1,13,"[34.053570000000036, -118.24544999999995]",14,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",0.0,581.1123084635576,0.0,581.1123084635576
8:00p,Orlando Magic,116,Houston Rockets,118,Box Score,,13697.0,Toyota Center,,Regular Season,2021-12-03,2,2,Houston Rockets,Orlando Magic,2,2,2,1,0,11,"[29.760780000000068, -95.36951999999997]",22,"[28.538230000000055, -81.37738999999993]","[29.760780000000068, -95.36951999999997]",1364.7404897861009,666.2092394581965,666.2092394581965,1364.7404897861009
10:00p,Phoenix Suns,96,Golden State Warriors,118,Box Score,,18064.0,Chase Center,,Regular Season,2021-12-03,3,1,Golden State Warriors,Phoenix Suns,22,3,1,1,0,10,"[37.777120000000025, -122.41963999999996]",24,"[33.44825000000003, -112.07579999999996]","[37.777120000000025, -122.41963999999996]",1050.8003408183629,1050.8003408183629,1050.8003408183629,1050.8003408183629
7:00p,Cleveland Cavaliers,116,Washington Wizards,101,Box Score,,17227.0,Capital One Arena,,Regular Season,2021-12-03,2,2,Cleveland Cavaliers,Washington Wizards,15,2,2,0,1,6,"[41.50473000000005, -81.69073999999995]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",1488.1176492727568,0.0,1488.1176492727568,0.0
9:00p,Boston Celtics,130,Utah Jazz,137,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2021-12-03,4,2,Utah Jazz,Boston Celtics,7,4,2,1,0,29,"[40.76031000000006, -111.88821999999999]",2,"[42.35866000000004, -71.05673999999993]","[40.76031000000006, -111.88821999999999]",3369.178743722162,0.0,0.0,3369.178743722162
7:30p,Philadelphia 76ers,98,Atlanta Hawks,96,Box Score,,17092.0,State Farm Arena,,Regular Season,2021-12-03,2,2,Philadelphia 76ers,Atlanta Hawks,2,2,2,0,1,23,"[39.95222000000007, -75.16217999999998]",1,"[33.74831000000006, -84.39110999999997]","[33.74831000000006, -84.39110999999997]",1506.71309496229,706.5149197629706,1506.71309496229,706.5149197629706
7:00p,Miami Heat,113,Indiana Pacers,104,Box Score,,13854.0,Gainbridge Fieldhouse,,Regular Season,2021-12-03,2,2,Miami Heat,Indiana Pacers,9,2,2,0,1,16,"[25.77481000000006, -80.19772999999998]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",1671.2557925083065,0.0,1671.2557925083065,0.0
7:30p,Minnesota Timberwolves,105,Brooklyn Nets,110,Box Score,,17732.0,Barclays Center,,Regular Season,2021-12-03,3,2,Brooklyn Nets,Minnesota Timberwolves,5,3,2,1,0,3,"[40.692450000000065, -73.99035999999995]",18,"[46.34885576600004, -94.20079058299996]","[40.692450000000065, -73.99035999999995]",328.1217016485398,0.0,0.0,328.1217016485398
8:30p,New Orleans Pelicans,107,Dallas Mavericks,91,Box Score,,19218.0,American Airlines Center,,Regular Season,2021-12-03,2,2,New Orleans Pelicans,Dallas Mavericks,16,2,2,0,1,19,"[29.953700000000026, -90.07774999999998]",7,"[32.77822000000003, -96.79511999999994]","[32.77822000000003, -96.79511999999994]",710.7069235848545,710.7069235848545,710.7069235848545,710.7069235848545
8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,Box Score,,19396.0,American Airlines Center,,Regular Season,2021-12-04,1,2,Memphis Grizzlies,Dallas Mavericks,7,2,1,0,1,15,"[35.14976000000007, -90.04924999999997]",7,"[32.77822000000003, -96.79511999999994]","[32.77822000000003, -96.79511999999994]",675.5108733036503,0.0,675.5108733036503,0.0
1:00p,Denver Nuggets,113,New York Knicks,99,Box Score,,18272.0,Madison Square Garden (IV),,Regular Season,2021-12-04,2,3,Denver Nuggets,New York Knicks,14,3,2,0,1,8,"[39.74001000000004, -104.99201999999997]",20,"[40.71455000000003, -74.00713999999994]","[40.71455000000003, -74.00713999999994]",1511.1497376161226,0.0,1511.1497376161226,0.0
8:00p,Miami Heat,102,Milwaukee Bucks,124,Box Score,,17341.0,Fiserv Forum,,Regular Season,2021-12-04,2,1,Milwaukee Bucks,Miami Heat,22,2,1,1,0,17,"[43.042230000000075, -87.90689999999995]",16,"[25.77481000000006, -80.19772999999998]","[43.042230000000075, -87.90689999999995]",372.6363365482023,692.2104911774015,692.2104911774015,372.6363365482023
8:30p,San Antonio Spurs,112,Golden State Warriors,107,Box Score,,18064.0,Chase Center,,Regular Season,2021-12-04,1,2,San Antonio Spurs,Golden State Warriors,5,2,1,0,1,27,"[29.42458000000005, -98.49460999999997]",10,"[37.777120000000025, -122.41963999999996]","[37.777120000000025, -122.41963999999996]",860.3177190315666,0.0,860.3177190315666,0.0
8:00p,Chicago Bulls,111,Brooklyn Nets,107,Box Score,,18116.0,Barclays Center,,Regular Season,2021-12-04,1,2,Chicago Bulls,Brooklyn Nets,4,2,1,0,1,5,"[41.884250000000065, -87.63244999999995]",3,"[40.692450000000065, -73.99035999999995]","[40.692450000000065, -73.99035999999995]",2.8354257149281104,0.0,2.8354257149281104,0.0
10:00p,Los Angeles Clippers,99,Sacramento Kings,104,Box Score,,15004.0,Golden 1 Center,,Regular Season,2021-12-04,3,1,Sacramento Kings,Los Angeles Clippers,5,3,1,1,0,26,"[38.579440000000034, -121.49084999999997]",13,"[34.053570000000036, -118.24544999999995]","[38.579440000000034, -121.49084999999997]",581.1123084635576,581.1123084635576,581.1123084635576,581.1123084635576
10:00p,Boston Celtics,145,Portland Trail Blazers,117,Box Score,,18193.0,Moda Center,,Regular Season,2021-12-04,2,1,Boston Celtics,Portland Trail Blazers,28,1,2,0,1,2,"[42.35866000000004, -71.05673999999993]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",1021.1117131869454,0.0,1021.1117131869454,0.0
3:30p,Utah Jazz,109,Cleveland Cavaliers,108,Box Score,,18113.0,Rocket Mortgage Fieldhouse,,Regular Season,2021-12-05,2,2,Utah Jazz,Cleveland Cavaliers,1,2,2,0,1,29,"[40.76031000000006, -111.88821999999999]",6,"[41.50473000000005, -81.69073999999995]","[41.50473000000005, -81.69073999999995]",2517.521175865011,490.871024468841,2517.521175865011,490.871024468841
6:00p,Washington Wizards,90,Toronto Raptors,102,Box Score,,19800.0,Scotiabank Arena,,Regular Season,2021-12-05,3,2,Toronto Raptors,Washington Wizards,12,3,2,1,0,28,"[43.65352400000006, -79.38390699999997]",30,"[38.890370000000075, -77.03195999999997]","[43.65352400000006, -79.38390699999997]",564.8682979749605,0.0,0.0,564.8682979749605
6:00p,Charlotte Hornets,130,Atlanta Hawks,127,Box Score,,16383.0,State Farm Arena,,Regular Season,2021-12-05,2,4,Charlotte Hornets,Atlanta Hawks,3,4,2,0,1,4,"[35.222860000000026, -80.83795999999995]",1,"[33.74831000000006, -84.39110999999997]","[33.74831000000006, -84.39110999999997]",1077.6195193316528,0.0,1077.6195193316528,0.0
7:00p,New Orleans Pelicans,108,Houston Rockets,118,Box Score,,14771.0,Toyota Center,,Regular Season,2021-12-05,2,2,Houston Rockets,New Orleans Pelicans,10,2,2,1,0,11,"[29.760780000000068, -95.36951999999997]",19,"[29.953700000000026, -90.07774999999998]","[29.760780000000068, -95.36951999999997]",361.83602461451153,0.0,0.0,361.83602461451153
7:30p,Memphis Grizzlies,105,Miami Heat,90,Box Score,,19600.0,FTX Arena,,Regular Season,2021-12-06,2,2,Memphis Grizzlies,Miami Heat,15,2,2,0,1,15,"[35.14976000000007, -90.04924999999997]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",1785.3011632085042,2043.860142405337,1785.3011632085042,2043.860142405337
10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,Box Score,,15865.0,Moda Center,,Regular Season,2021-12-06,2,2,Los Angeles Clippers,Portland Trail Blazers,12,2,2,0,1,13,"[34.053570000000036, -118.24544999999995]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",776.9996936478415,0.0,776.9996936478415,0.0
8:00p,Denver Nuggets,97,Chicago Bulls,109,Box Score,,21236.0,United Center,,Regular Season,2021-12-06,2,2,Chicago Bulls,Denver Nuggets,12,2,2,1,0,5,"[41.884250000000065, -87.63244999999995]",8,"[39.74001000000004, -104.99201999999997]","[41.884250000000065, -87.63244999999995]",1144.4026196957925,1146.2620846594261,1146.2620846594261,1144.4026196957925
